text,topic
"Coke, EU Strike Deal, End Antitrust Probe The Coca-Cola Co. (KO.N: Quote, Profile, Research) reached an agreement with the European Commission on Tuesday to settle a five-year antitrust case that ",Business and Finance
"UBS to buy Schwab #39;s trading unit UBS said Tuesday that it would buy Charles Schwab #39;s market making, research and institutional trading unit for \$265 million in cash.",Business and Finance
"Exide Battery Shares Slump to 6-Month Low  CHICAGO (Reuters) - Shares of Exide Technologies &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=XIDE.O target=/stocks/quickinfo/fullquote""&gt;XIDE.O&lt;/A&gt;  slumped to a six-month low on Tuesday, a day after the lead  battery maker posted a wider quarterly loss due to dramatically  higher lead prices.",Business and Finance
"Zimbabwe tobacco crop falls again Zimbabwe's tobacco crop, one of the country's main exportable commodities, falls for the fourth year running.",Business and Finance
"Quarterly Profits Rise for Cox and Comcast MCSK quot; gt; Comcast Corporation and Cox Communications, two of the nation #39;s largest cable companies, reported strong third-quarter profit and revenue growth yesterday because of growing demand for ",Business and Finance
"Update 5: Boeing #39;s 3Q Profit Up on Military Sales Burgeoning military sales lifted Boeing Co. to a 78 percent increase in third-quarter profits, its bottom line thriving despite the ethics scandals that have roiled the aerospace giant for the past year.",Business and Finance
"Rivalry you can bank on For employees at Bank of America's headquarters, lunch time presents geographic as well as culinary challenges. Workers must choose whether to walk a couple of blocks to the city's most popular sandwich shops, which happen to be clustered near the headquarters of Wachovia Corp. , Bank of America's cross-town rival.",Business and Finance
"Ispat to form global steel giant in \$17.8 bln deal Ispat International will buy LNM Holdings and International Steel Group Inc., forming the worlds largest steel firm in a deal worth a total of \$17.",Business and Finance
Facebook’s Internal Chat Boards Show Politics Often at Center of Decision Making - The Australian,Business and Finance
"The week that was  Rupert Murdoch moved to ward off any hostile bid for News Corporation, introducing a controversial  quot;poison pill quot;. The move was aimed at John Malone #39;s Liberty Media, which plans to raise its voting stake in News Corp.",Business and Finance
"Support builds for minimum wage hike Union leaders and advocates for the poor are uniting behind an effort to raise the state's \$6.75-an-hour minimum wage for the first time since 2001 and to tie future increases to the inflation rate, a move that would make Massachusetts only the fourth state in the nation to establish that link.",Business and Finance
"Heidrick & Struggles International, inc (HSII) Q3 2021 Earnings Call Transcript",Business and Finance
"Shoppers Raise Their Red Flags  Whenever I organize my e-mails for an occasional column on reader feedback, I am amazed at the deluge on any subject involving customer service.",Business and Finance
"Talks on Airbus subsidies hit snags Bee Washington Bureau. WASHINGTON - Trying to avert a trans-Atlantic trade war over government subsidies to Airbus, US and European negotiators found little to agree on Thursday during a five-hour meeting in Brussels, Belgium.",Business and Finance
Power REIT: Buy‌ ‌While There‌ ‌Is‌ ‌Still‌ ‌Upside‌,Business and Finance
"Consumer Prices Drop, Industry Output Up  WASHINGTON (Reuters) - U.S. consumer prices dropped in July  for the first time in eight months as a sharp run up in  gasoline costs reversed, the government said on Tuesday in a  report suggesting the U.S. Federal Reserve can stick to a plan  of gradual interest-rate rises.",Business and Finance
"High Court decants controversial cases over direct shipment of &lt;b&gt;...&lt;/b&gt; On Dec. 7, wine became an issue in the halls of the US Supreme Court. Oral arguments were heard in two cases that challenge bans on interstate, direct-to-consumer wine shipments in Michigan and New York, meaning ",Business and Finance
"CNN Chooses Ex-CBS Official as Its US Chief CNN announced another change in its top management yesterday, appointing Jonathan Klein, who used to be the No. 2 executive at CBS News, as president of the company #39;s domestic network.",Business and Finance
"Elpida Advances as Shares Start Trading in Tokyo (Update2) Shares of Elpida Memory Inc., Japan #39;s sole large-scale producer of memory chips, rose on their first day of trading in Tokyo on investors #39; expectations a focus on consumer electronics ",Business and Finance
"Report details ways it says Black, Radler took Hollinger Int #39;l &lt;b&gt;...&lt;/b&gt; A new report alleges a handful of top executives at Hollinger International -- which owns the Chicago Sun-Times -- took \$400 million of the company #39;s money.",Business and Finance
"Famous toy store to reopen Upscale toy retailer FAO Schwarz #39;s flagship store on New York City #39;s Fifth Avenue will reopen Friday, nearly a year after its previous owners filed for bankruptcy-court protection.",Business and Finance
Hershey Ups Wholesale Prices on Candy People looking for that next chocolate fix might find it a little bit more expensive Thursday after Hershey Food Corp. said it will raise wholesale prices to offset higher raw material and other production costs.,Business and Finance
"La. seeks new bridge, elevated highway If you think oil is expensive now, just imagine if Hurricane Ivan had swung west and come ashore at this bustling oil and gas port at the southernmost point of Louisiana.",Business and Finance
"Typhoo tea tycoon bags Jimmy Choo for 100m JIMMY CHOO, the luxury footwear brand worn by Sex in the Citys Carrie Bradshaw, has been bought by Hicks Muse, the owner of Typhoo tea and Weetabix.",Business and Finance
"BOJ to defy global rate hike trend, cut price outlook ",Business and Finance
eBikeGo Rugged Electric Moto-Scooter Attracts Over 1 Lakh Bookings,Business and Finance
"TISCALI ANNOUNCES SELLS OFF SWEDISH SUBSIDIARY FOR 13 MLN (AGI) - Rome, Aug. 30 - Tiscali has reached an agreement to sell off its Swedish subsidiary, Tiscali AB to Spray Network AB, a company controlled by Lycos Europe.",Business and Finance
"Prudential to Raise 1 Billion Pounds in Share Sale (Update5) Prudential Plc, Britain #39;s No. 2 insurer, plans to raise 1 billion pounds (\$1.8 billion) by selling new stock to help fund a UK expansion and comply with European rules on capital reserves.",Business and Finance
"Jeanne leaves at least 1.1 million without power More than 1 million households and businesses across Florida Power  amp; Light Co. #39;s area don #39;t have electricity because of Hurricane Jeanne, FPL said Sunday morning.",Business and Finance
"Buying a stereo with the Dropkick Murphys The bass should be in your face. That's what Matt Kelly, of Boston's popular punk rock band Dropkick Murphys, thinks is the mark of a great stereo system. And he should know. Kelly, 29, is the drummer for the band that likes to think of itself as a bit of an Irish lucky charm for the Red Sox.",Business and Finance
"Update 1: Philippine Shares Hit New 53-Month High Philippine shares closed higher Friday for the fifth straight session, with the main index setting a new 53-month closing high on the country #39;s improving macroeconomic and corporate fundamentals.",Business and Finance
"Russia readies YUKOS auction Russia is pressing ahead with the last step in the destruction of YUKOS, saying it will auction the oil major #39;s main Siberian unit on December 19 for \$8.65 billion (4.66 ",Business and Finance
Delta Gets Up to \$600M in New Financing Delta Air Lines Inc. said Monday it has obtained up to \$600 million in new financing as the struggling carrier seeks to avoid bankruptcy.,Business and Finance
"The Envelope, Please... RedEnvelope is still in the red. Do investors have something to cheer about?",Business and Finance
Congress seeks to end rule that favors banks  WASHINGTON -- Congress is trying to end a practice that unintentionally has allowed banks to take in billions of dollars meant to help students pay for college.,Business and Finance
Microsoft to expand operations in India Microsoft Corp. said Monday that it will continue to expand its software development operations in India as it opened a new campus near Hyderabad.,Business and Finance
"Fed: Inflation Not Setting Off Alarms  PHILADELPHIA (Reuters) - The Federal Reserve, while  remaining watchful as prices and interest rates tick higher, is  holding to its mantra that rate increases will be ""measured,""  senior Fed officials indicated on Friday.",Business and Finance
"Harvard's\$12 billion man  Harvard University's \$12 billion man doesn't wear a tie, takes the subway to work, and eats his lunch in the cafeteria on the fourth floor of the Federal Reserve Building. Jack Meyer is a person of few pretensions, but strong beliefs.",Business and Finance
China Targets More than 80% Non-Fossil Energy Use by 2060,Business and Finance
An investing slam-dunk Leslie Alexander has led the kind of life people in the investment world dream about.,Business and Finance
"Virgin Mobile adds more customers Virgin Mobile added 647,000 new users in the last half-year with turnover up by 18, the firm says, but profits fell due to rising costs.",Business and Finance
"Will Russia, the Oil Superpower, Flex Its Muscles? Russia is again emerging as a superpower - but the reason has less to do with nuclear weapons than with oil.",Business and Finance
"Kimberly-Clark seeks cut of 400-500 million dollars DALLAS, United States (AFP) - Kimberly-Clark, maker of Kleenex tissues and other consumer goods, announced a cost-cutting plan aimed at saving 400 to 500 million dollars over three years, as well as a share buyback plan.",Business and Finance
"Pilots at US Airways Will Vote on Plan to Cut Pay and Benefits The pilots will vote on US Airway's demand for \$300 million in wage and benefit concessions, their union said Tuesday night.",Business and Finance
"Hutchison Telecom IPO to raise up to \$US1.13bn Hutchison Telecommunications International, the mainly emerging market telecom assets owned by conglomerate Hutchison Whampoa, had set a price range that could see its initial public offering raise up to \$US1.",Business and Finance
"Taking the toxic out of building We consume more every year, and the building industry is no exception. But more complex buildings are creating bigger problems when it comes to dealing with waste.",Business and Finance
"German food retailer Spar sells 50-pct stake in Netto discount to ITM (AFP) AFP - Spar, Germany's eighth-biggest food supermarket chain, plans to sell a 50-percent stake in its discount arm Netto to its French parent company ITM Entreprises, Spar's new chairman Stephan Schelo said in a newspaper interview.",Business and Finance
"Siemens buys BBC technology for 150m Siemens have landed a ten-year deal to provide IT services to the BBC in an outsourcing contract, worth about 200m a year. The German technology group has been selected as part of a cost-cutting initiative ",Business and Finance
"NYMEX Oil Rises on Nigerian Rebel Threat (Reuters) Reuters - NYMEX crude oil futures jumped 36\cents in electronic trading on Monday evening to the\psychological  #36;50 a barrel level, the highest in the 21 years\oil futures have traded on the exchange, as Nigerian rebels\decided an ""all-out"" war against the government starting Oct.\1.",Business and Finance
Airbus sees A350 orders ahead The president of European plane maker Airbus said on Saturday he hoped to win around 50 orders for the new wide-body jet A350 by next June.,Business and Finance
"The bullish case for Kerry Market participants may think they #39;d prefer a Bush win, but Kerry might be better in the long run. By Alexandra Twin, CNN/Money staff writer.",Business and Finance
"PeopleSoft Fires Craig Conway; Dave Duffield to Regain Top Spot In a surprise move, PeopleSoft issued a press release this morning at 8:15 ET announcing that it had fired Craig Conway as president and CEO.",Business and Finance
Death of Bx. mom cited in 1st round of Vioxx suits A Brooklyn lawyer announced plans yesterday to file the first federal lawsuits against Merck  amp; Co. on behalf of New Yorkers who developed heart troubles using the arthritis drug Vioxx.,Business and Finance
Argentina Leader Calls IMF Head  #39;Plantation Owner #39; Argentina #39;s leftist president called IMF head Rodrigo Rato an old-style  quot;plantation owner quot; for trying to force the South American country to swallow free-market reforms as a condition for aid.,Business and Finance
"Iraq 'set for 50 growth' in 2004 Iraq's economy is set to grow by more than half in 2004 but security challenges remain fierce, the International Monetary Fund says.",Business and Finance
"Alamosa to Buy AirGate for \$392 Million Alamosa Holdings Inc. (APCS.O: Quote, Profile, Research) will acquire AirGate PCS Inc. (PCSA.O: Quote, Profile, Research) for \$392 million in stock creating the largest Sprint Corp.",Business and Finance
"Mass. makes 1st technology fund loan Massachusetts awarded the first loan from its newly created \$25 million emerging technology fund to help Acusphere, a Watertown-based biotech company, renovate a Tewksbury building as a manufacturing facility. The granting of the \$2 million loan brought Senate President Robert Travaglini, a Boston Democrat, back together with former House Speaker Thomas Finneran, who recently took a job as president of ...",Business and Finance
Business briefs - BHP Billiton forms Japanese joint venture Anglo-Australian mining giant BHP Billiton was forming a joint venture with Japanese steel maker JFE that would underpin iron ore sales worth \$3.,Business and Finance
"Dollar Edges Up from Lows  TOKYO (Reuters) - The dollar clung to slim gains Monday but  stayed close to a record low against the euro and a five-year  low vs the yen, with traders saying it was just a matter of  time before the market dumps the U.S. currency again.",Business and Finance
Top Court Upholds Do-Not-Call Registry The US Supreme Court on Monday let stand a lower-court ruling that telemarketers #39; rights to free speech are not violated by the government #39;s nationwide do-not-call list.,Business and Finance
"Shell to pay \$1.5 bn as eco-claims in Nigeria LONDON, August 26 (New Ratings) - The beleaguered global oil giant, Shell (SHE1.ETR), has been reportedly asked by the Nigerian government to pay \$1.",Business and Finance
"Greenspan Urges Look at Senior Benefit Costs Federal Reserve Chairman Alan Greenspan on Friday urged Washington policymakers to consider reducing future Social Security and Medicare benefits, saying that ",Business and Finance
"Williams offers to swap securities to cut debt Williams Cos. Inc. (WMB.N: Quote, Profile, Research) is offering to exchange up to 43.9 million of its Feline PACS securities in a bid to reduce its overall debt, the natural gas company said on Friday.",Business and Finance
"Giving Investors a Say Like cicadas, debates about corporate governance pop up periodically with a great deal of whir and buzz. In 1992, for example, the business community protested Securities and Exchange Commission Chairman Richard C. Breeden #39;s push for ...",Business and Finance
"US Airways to cut pay by 21 percent; Delta warns it #39;s near &lt;b&gt;...&lt;/b&gt; A bankruptcy judge granted US Airways authority yesterday to temporarily cut the pay of its union workers by 21 percent, comparing the airline #39;s financial outlook to  quot;a ticking fiscal time bomb.",Business and Finance
Merck stock plunges on news report Shares of Merck  amp; Co. plunged Monday after a news report suggested that the company knew about risks associated with its recently recalled Vioxx arthritis medication and tried to cover them up.,Business and Finance
"Crude nears \$50 a barrel Crude oil futures rose to within a quarter of \$50 a barrel yesterday after a gas leak shut down a North Sea oil production platform, and as traders weighed concerns about heating oil supplies against the fact that temperatures have been mild in recent weeks.",Business and Finance
AFL-CIO pounds job loss Washington -- The AFL-CIO cranked up its campaign to stop the export of US jobs on Thursday by starting a database designed to track companies that outsource jobs overseas.,Business and Finance
"Linx Printing backs Danaher takeover Linx Printing Technologies says it is backing a 86 million pound takeover offer by US firm Danaher after a rival, lower, bidder withdrew.",Business and Finance
"US Airways #39; lenders extend financing terms - WSJ Several lenders to bankrupt air carrier US Airways (UAIRQ.OB: Quote, Profile, Research) agreed to extend the terms of their financing arrangement to mid-January, the Wall Street Journal reported on Tuesday, citing unnamed ",Business and Finance
No Better Than Two-Bit Hustlers Marsh   McLennan's expertise apparently included convincing clients to overpay for insurance. Not good.,Business and Finance
"Roof gardens: looking good, saving money Once roof gardens were just a matter of aesthetics; now there's something called a  quot;green roof quot; that has environmental benefits.",Business and Finance
"Investing in Dogs Putting some of your hard-earned cash into dogs, or even water buffalo, can be very rewarding.",Business and Finance
"J J in Talks to Buy Guidant - Sources  CHICAGO/PHILADELPHIA (Reuters) - Health care and consumer  products maker Johnson   Johnson is in negotiations to acquire  medical-device maker Guidant Corp., sources familiar with the  situation said on Tuesday.",Business and Finance
"T-W to Aggressively Woo Cable Subscribers  NEW YORK (Reuters) - Time Warner, the world's largest media  company, on Tuesday said it plans to aggressively pursue new  cable service subscribers to staunch a loss in video  subscribers to Rupert Murdoch's DirecTV Group&lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=DTV.N target=/stocks/quickinfo/fullquote""&gt;DTV.N&lt;/A&gt; and  EchoStar Communications Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=DISH.O target=/stocks/quickinfo/fullquote""&gt;DISH.O&lt;/A&gt;",Business and Finance
"Toro Earnings Rise, Dividend Doubled  CHICAGO (Reuters) - Lawn-care equipment maker Toro  Co.&lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=TTC.N target=/stocks/quickinfo/fullquote""&gt;TTC.N&lt;/A&gt;  on Wednesday reported stronger-than-expected  quarterly earnings and doubled its dividend, citing increased  sales and cost controls.",Business and Finance
"Jaguar workers closer to strike action over job cuts LONDON : Jaguar car workers will vote on whether to strike in protest at Ford #39;s decision to halt production of the luxury vehicle at a plant in central England with the loss of over 1,000 jobs, union leaders warned.",Business and Finance
"Sears and Kmart to Merge When resurgent discount retailer Kmart (Nasdaq: KMRT) branded a new CEO, it was rumored that chairman Edward Lampert might have designs on merging the company with Sears (NYSE ",Business and Finance
"If Turnpike Strike Hits, No Tolls On First Day HARRISBURG, Pa. -- The Pennsylvania Turnpike Commission has decided that drivers will get a free ride Wednesday if toll collectors and other unionized employees go on strike.",Business and Finance
"SEC seeks Ford, GM pension info Ford Motor Co. and General Motors Corp. said Tuesday that the Securities and Exchange Commission has asked the companies for information on their pension fund accounting.",Business and Finance
"US Airways, pilots reach pact on cuts US Airways reached a tentative agreement with the leaders of its pilots union on \$300 million in annual concessions yesterday, a deal that would result in the pilots permanently losing 17.5 percent of their salaries in exchange for a chance to save the airline and their jobs.",Business and Finance
Mortgage applications rise US mortgage applications climbed 12 percent last week as the lowest mortgage rates in four months prompted consumers to buy homes and refinance loans. ,Business and Finance
"Vivendi to Sell 15 Stake in Veolia to Cut Debt (Update2) Vivendi Universal SA, owner of the world #39;s largest music company, said it will sell a 15 percent stake in Veolia Environnement SA to cut debt and focus on its media business.",Business and Finance
"Oil closes above \$50 for first time NEW YORK - Oil prices closed above \$50 a barrel for the first time in New York trading Friday, as traders fretted about Nigerian oil production amid a threatened rebel uprising.",Business and Finance
MPC sets record as rates peak The Bank of England Monetary Policy Committee #39;s latest demonstration of unanimity - voting 9-0 to keep interest rates unchanged - is the latest piece of evidence to suggest that interest rates have peaked.,Business and Finance
"Comcast Says in Talks to Buy Adelphia  NEW YORK (Reuters) - Comcast Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=CMCSA.O target=/stocks/quickinfo/fullquote""&gt;CMCSA.O&lt;/A&gt; on Monday said  it is in talks with Time Warner Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=TWX.N target=/stocks/quickinfo/fullquote""&gt;TWX.N&lt;/A&gt; to explore a  possible deal to acquire bankrupt cable company Adelphia  Communications Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=ADELQ.PK target=/stocks/quickinfo/fullquote""&gt;ADELQ.PK&lt;/A&gt;",Business and Finance
"Wall Street gets lift from Ford outlook, shrugs off rise in oil &lt;b&gt;...&lt;/b&gt; NEW YORK : A better-than-expected profit outlook from Ford juiced up trading on Wall Street, with gains capped by a lackluster reading on consumer sentiment and a fresh rise in oil prices.",Business and Finance
"General Mills Cereals Going Whole Grain  NEW YORK (Reuters) - General Mills Inc. on Thursday said it  will begin using whole grains in all of its breakfast cereals,  including such well-known brands as Lucky Charms and Trix,  becoming the latest foodmaker to promote healthier eating.",Business and Finance
"Yukos Woes Drive Oil Over \$46 a Barrel  LONDON (Reuters) - Oil prices hit \$46 on Monday as Russian  oil giant YUKOS cut some sales to China and was reported to  have suspended oil supplies to Lithuania, as the company's  financial turmoil took its first toll on exports.",Business and Finance
S&P 500 & FTSE 100 Forecasts for the Week Ahead,Business and Finance
"Germany #39;s New Reality During much of Germany #39;s postwar economic boom, as prosperity mounted and car sales multiplied, workers at the Opel automobile factory here ",Business and Finance
"Diebold Cuts Forecast, Cites Voting Machine Woes Diebold, a manufacturer of automated teller machines, says that the cost of recertifying its electronic voting machines for use in Calfornia is forcing it to cut its quarterly earnings forecast by about 5 cents.",Business and Finance
The Choice on the Deficit BOTH PRESIDENTIAL candidates want you to think they have a serious plan to deal with the budget deficit. President Bush and Democratic nominee John F. Kerry each promise to cut it in half in the next several years.,Business and Finance
"Citigroup, 3 Others Face SEC Bonds Probe  NEW YORK (Reuters) - Four big banks face a U.S. Securities  and Exchange Commission probe of their auction-rate bond  operations, a securities filing shows.",Business and Finance
"Harley-Davidson Roars to Record Earnings  CHICAGO (Reuters) - Motorcycle maker Harley-Davidson Inc.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=HDI.N target=/stocks/quickinfo/fullquote""&gt;HDI.N&lt;/A&gt; reported record quarterly earnings on Wednesday as more  efficient operations and the weak dollar boosted its margins.",Business and Finance
"Global economy to slide in 2005: IMF Washington, Sept. 30.(UNI): The expansion of the global economy could hit a 30-year record in 2004 but will likely slide in 2005 as a result of higher oil prices and other factors, the International Monetary Fund (IMF) sources said.",Business and Finance
Bahrain eyes power grid upgrade Middle East island nation Bahrain is  to spend \$1.86bn upgrading its electricity network after Monday's blackout brought the country to a standstill.,Business and Finance
Sudan’s Army Arrests Government Ministers Amid Fears of Coup,Business and Finance
Iceland's Baugur bids for UK firm Shares in discount retailer Big Food Group rise more than 11 as the owner of the Iceland frozen food chain reveals it is in bid talks.,Business and Finance
Russia Seeks to Prosecute Two More at Yukos The Russian government issued an arrest warrant for the chief lawyer for Yukos and arrested a midlevel executive at a company subsidiary.,Business and Finance
"Invesco, AIM Agree to  #36;450 Mln Settlement (Reuters) Reuters - Invesco Funds Group Inc. and affiliate\AIM Advisors Inc. agreed to a  #36;450 million settlement with\state and federal regulators to resolve probes of improper\trading, officials and the parent company said on Tuesday.",Business and Finance
"Consumer Confidence Falls in September (Reuters) Reuters - U.S. consumer confidence edged lower\in September for a second straight month as persistent worries\about the job market weighed on sentiment, a report on Tuesday\said.",Business and Finance
OPEC Poised to Stamp Out Excess Supply (Reuters) Reuters - OPEC oil producers were poised on Friday\to stamp out excess supply that has lowered world prices from\record highs.,Business and Finance
Oil Falls as US Stockpiles Expected to Recover From Hurricane Crude oil in New York fell for the first time in seven sessions on expectations that US stockpiles will rise in coming weeks as imports and production recover in the wake of Hurricane Ivan.,Business and Finance
"Does new Peoplesoft CEO signal a buyout? Is PeopleSoft #39;s founder and long-time chief executive back at the helm to accept Oracle #39;s takeover bid, or to dig-in for a long-term battle?",Business and Finance
"Durable Goods Orders Slip Unexpectedly  WASHINGTON (Reuters) - Orders for long-lasting U.S.-made  goods unexpectedly slipped 0.4 percent last month as demand for  computers, cars and civilian aircraft slumped, a government  report showed on Wednesday.",Business and Finance
"4,500 to be let go nationwide Bank of America Corp. has said it #39;s bringing more jobs to the New York area. But first, some existing employees apparently will be tossed overboard.",Business and Finance
Dollar Retreats Vs Yen The dollar pared earlier gains versus the yen on Monday as traders took profits following the US currency #39;s advance last week on positive jobs news that raised prospects for an interest rate rise later this month.,Business and Finance
"One Value-Priced Biotechnology Giant As investors waited anxiously for Amgen #39;s (Nasdaq: AMGN) earnings report, the United Kingdom #39;s high court snuck in with a stinker.",Business and Finance
"DIY firm settles sex bias lawsuit Home Depot, the US home improvement store chain, has agreed to pay \$5.5m (3m) to settle a discrimination case. Home Depot denied any wrongdoing, saying it has  quot;a zero tolerance policy quot; towards discrimination ",Business and Finance
"Starbucks Sales Up 13 Pct, Shares Rise Starbucks Corp. (SBUX.O: Quote, Profile, Research) on Wednesday said sales at stores open at least 13 months rose 13 percent in November, helped by the coffee shop chain #39;s early launch ",Business and Finance
A New Drug for Lung Cancer Genentech and OSI's launch of Tarceva brings a new choice in the treatment of lung cancer.,Business and Finance
"Oil Slips Below  #36;46, Supply Woes Persist (Reuters) Reuters - U.S. oil prices slid below  #36;46 on\Tuesday, marking the third successive session of falls as Iraqi\exports returned to near normal, although supply uncertainties\kept the market close to historic levels.",Business and Finance
"Directors rebuff Oracle #39;s \$24 bid PeopleSoft Inc. #39;s board of directors said Saturday it will not accept Oracle Corp. #39;s bid to buy the company for \$24 per share, even after 61 percent of the Pleasanton firm #39;s investors endorsed the offer.",Business and Finance
"Freddie Mac May Face SEC Civil Action  LOS ANGELES (Reuters) - Freddie Mac &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=FRE.N target=/stocks/quickinfo/fullquote""&gt;FRE.N&lt;/A&gt;, the No. 2 U.S.  mortgage finance company, on Wednesday said it may face civil  action from the U.S. Securities and Exchange Commission for  possible violations of securities laws.",Business and Finance
"Web radio gets \$1.7 billion boost update The American Society of Composers, Authors and Publishers announced Monday that it has reached a \$1.7 billion deal with the Radio Music License Committee to let stations legally stream their on-air content over the Internet.",Business and Finance
"THEY CUT ME OUT Hollywood dealmaker Michael Ovitz spun his own drama of his ouster from Walt Disney - he was knifed in the back, carved  quot;out like a cancer quot; and pushed from a headquarters window.",Business and Finance
"CSFB betting ring denies abuses A BETTING ring accused of insider trading had no idea that information leaked to it by former Credit Suisse First Boston compliance officer Asif Butt was confidential, a court has heard.",Business and Finance
"Record crude oil prices rise for 3rd day Crude oil futures rose to a record for a third day, reaching US\$52.53 a barrel in New York, on concern US supplies may be insufficient to meet demand this winter.",Business and Finance
Brexit: Twenty-fold rise in health checks on imports from Britain,Business and Finance
"Hogwarts and All for Scholastic #39;s Q1 Shareholders of Scholastic (NYSE: SCHL), the world #39;s largest publisher of children #39;s books and related educational materials, have grown accustomed to disappointing first-quarter results.",Business and Finance
"Lobbyists Line Up on Overtime Pay Both business and labor lobbyists plan to keep up fight over Bush administration's eligibility rules for overtime pay, despite doubt that legislation can pass this year.",Business and Finance
"Japan's Nikkei Average Edges Up 0.1 Pct  TOKYO (Reuters) - Japan's Nikkei average edged up 0.1  percent at the opening on Friday on more buying of exporters,  including Fuji Photo Film Co. Ltd., after another day of falls  in oil prices eased fears about the global economy.",Business and Finance
"Infineon to Invest \$1 Billion in Malaysian Factory (Update4) Infineon Technologies AG, Europe #39;s second-largest maker of semiconductors, plans to invest about \$1 billion in a new factory in Malaysia to expand its automotive chip business and be closer to customers in the region.",Business and Finance
Retirement Plans: Pensions vs. Social Security,Business and Finance
"Oil prices continue pullback New York - Oil prices continued to plummet on Thursday, falling almost five per cent to hit a 12-week low. On the New York Mercantile Exchange, the January contract for light sweet crude was down \$2.24 US ",Business and Finance
"Intel Sets Upbeat Tone on Wall Street  LONDON (Reuters) - U.S. shares are set to open higher on  Friday, buoyed by Intel Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=INTC.O target=/stocks/quickinfo/fullquote""&gt;INTC.O&lt;/A&gt; after the world's  largest chip maker raised its quarterly revenue target due to  strong demand, but all eyes will be on jobs data before the  opening.",Business and Finance
"Stocks to Watch Thursday (Reuters) Reuters - Stocks moving on Thursday: EXXON MOBIL\, ROYAL DUTCH PETROLEUM CO. :",Business and Finance
"Developer Wins Victory in WTC Case (Reuters) Reuters - A New York developer hoping to rebuild\the destroyed World Trade Center on Monday won a major victory\against his insurers, when a jury decided the hijacked airline\attacks of Sept. 11, 2001, were two separate events.",Business and Finance
Regulators Probe Fund Trades at Bank of NY (AP) AP - Bank of New York Co. Tuesday said regulators are looking into mutual-fund transactions that were cleared by the company's Pershing LLC unit.,Business and Finance
